Creditability,Acc_Bal_bin,Pay_Status_bin,Value_SavStock_bin,Length_Emp_bin,S&M_Status_bin,No_of_Credits_bin,Co_Credits_bin,Purpose_bin,Telephone_bin,Instalment_bin,Apartment_bin,Most_Val_Asset_bin,Duration_Credit,Credit_Amount,Age_bin
0,b. no balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,15,1264,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,15,2631,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,48,6560,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,3123,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,a. Own house / land,36,8065,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,24,2439,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,36,9034,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,a. Own house / land,60,14027,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,36,9629,a < 25 yr
0,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),b. rented flat,c. No assets,12,1484,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,1131,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,2064,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,18,12976,b. >= 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,21,2580,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,b. [20-25),a. owner-occ / free,c. No assets,27,2570,a < 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,27,3915,b. >= 25 yr
0,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,10,1309,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,4817,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,12,2579,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,36,2225,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,18,4153,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,18,3114,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,c. No assets,18,2124,a < 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,1553,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,c. No assets,30,2406,a < 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,c. No assets,24,1333,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),a. owner-occ / free,a. Own house / land,48,7119,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),a. owner-occ / free,a. Own house / land,24,4870,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,691,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,42,4370,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,36,2746,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,b. [20-25),a. owner-occ / free,a. Own house / land,24,4110,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,18,2462,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,12,1282,a < 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,12,2969,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,b. [20-25),a. owner-occ / free,a. Own house / land,48,4605,a < 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,48,6331,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,24,3552,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,12,697,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,24,1442,a < 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,27,5293,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,21,3414,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,c. No assets,18,2039,a < 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,24,3161,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,12,902,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,48,10297,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,48,14421,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,c. No assets,18,1056,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,b. [20-25),b. rented flat,c. No assets,12,1274,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,d. >= 35,a. owner-occ / free,c. No assets,12,1223,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,12,1372,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,16,2625,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,20,2235,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,9,959,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,18,884,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,24,1246,a < 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,36,8086,b. >= 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,a. Own house / land,48,10127,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,888,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,719,b. >= 25 yr
0,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,a. owner-occ / free,a. Own house / land,36,12389,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,12,709,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,15,6850,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,c. No assets,10,2210,b. >= 25 yr
0,c. some balance,a. some problem,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,30,7485,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,18,1442,b. >= 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,797,b. >= 25 yr
0,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,45,4746,a < 25 yr
0,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,12,939,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,21,1188,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,48,11590,a < 25 yr
0,c. some balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,12,609,b. >= 25 yr
0,a. no account,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,c. [25-35),a. owner-occ / free,a. Own house / land,18,1190,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,21,2767,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,30,3441,a < 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,b. Savings / Car / Other,30,4280,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,b. Savings / Car / Other,24,3092,a < 25 yr
0,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,18,6761,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,12,1331,a < 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,54,15945,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,c. No assets,24,3234,a < 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,15,802,b. >= 25 yr
0,b. no balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,48,9960,b. >= 25 yr
0,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,8648,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,18,1345,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,45,1845,a < 25 yr
0,a. no account,a. some problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,21,1647,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),a. owner-occ / free,b. Savings / Car / Other,48,4844,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,27,8318,b. >= 25 yr
0,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,18,2100,b. >= 25 yr
0,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,45,11816,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,6,448,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,d. >= 35,b. rented flat,a. Own house / land,30,11998,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,48,18424,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,b. rented flat,a. Own house / land,6,14896,b. >= 25 yr
0,b. no balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,12,2762,b. >= 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,12,3386,b. >= 25 yr
